FA D10;A;;B;;C;;D;
Variable;Factor1;Factor2;Factor1;Factor2;Factor1;Factor2;Factor1;Factor2
d13C;0.226;0.712;0.996;-0.047;0.226;0.712;0.226;0.712
d18O;0.168;0.031;0.292;-0.052;0.168;0.031;0.168;0.031
Mg;0.550;0.119;0.020;0.799;0.550;0.119;0.550;0.119
Fe;0.364;-0.378;-0.224;0.490;0.364;-0.378;0.364;-0.378
Mn;0.990;0.125;0.279;0.724;0.990;0.125;0.990;0.125
Sr;0.169;0.865;0.529;0.266;0.169;0.865;0.169;0.865
