FA D5;A;;B;;C;;D;
Variable;Factor1;Factor2;Factor1;Factor2;Factor1;Factor2;Factor1;Factor2
d13C;0.469;0.164;0.483;0.169;0.469;0.164;0.469;0.164
d18O;-0.810;-0.110;-0.819;-0.111;-0.810;-0.110;-0.810;-0.110
Mg;0.814;0.184;0.815;0.195;0.814;0.184;0.814;0.184
Fe;0.205;0.976;0.211;0.975;0.205;0.976;0.205;0.976
Mn;0.097;0.762;0.099;0.766;0.097;0.762;0.097;0.762
Sr;0.848;0.063;0.867;0.068;0.848;0.063;0.848;0.063
