FA D9;A;;B;;C;;D;
Variable;Factor1;Factor2;Factor1;Factor2;Factor1;Factor2;Factor1;Factor2
d13C;0.330;0.543;0.095;0.636;0.330;0.543;0.330;0.543
d18O;-0.009;0.355;-0.088;0.314;-0.009;0.355;-0.009;0.355
Mg;0.956;0.285;0.941;0.330;0.956;0.285;0.956;0.285
Fe;0.830;-0.553;0.871;-0.487;0.830;-0.553;0.830;-0.553
Mn;0.759;-0.045;0.683;0.086;0.759;-0.045;0.759;-0.045
Sr;-0.070;0.325;0.036;0.066;-0.070;0.325;-0.070;0.325
