FA D1;A;;B;;C;;D;
Variable;Factor1;Factor2;Factor1;Factor2;Factor1;Factor2;Factor1;Factor2
d13C;0.438;0.787;0.453;0.789;0.438;0.787;0.438;0.787
d18O;0.094;-0.501;0.077;-0.488;0.094;-0.501;0.094;-0.501
Mg;0.168;0.459;0.157;0.504;0.168;0.459;0.168;0.459
Fe;0.597;0.205;0.619;0.186;0.597;0.205;0.597;0.205
Mn;0.967;-0.163;0.931;-0.140;0.967;-0.163;0.967;-0.163
Sr;-0.594;-0.345;-0.617;-0.270;-0.594;-0.345;-0.594;-0.345
