FA D8;A;;B;;C;;D;
Variable;Factor1;Factor2;Factor1;Factor2;Factor1;Factor2;Factor1;Factor2
d13C;0.055;-0.485;-0.010;-0.490;0.055;-0.485;0.055;-0.485
d18O;-0.141;0.813;-0.099;0.850;-0.141;0.813;-0.141;0.813
Mg;0.640;0.765;0.656;0.708;0.640;0.765;0.640;0.765
Fe;0.849;-0.047;0.856;0.290;0.849;-0.047;0.849;-0.047
Mn;0.461;-0.353;0.634;-0.027;0.461;-0.353;0.461;-0.353
Sr;-0.597;0.004;-0.497;0.255;-0.597;0.004;-0.597;0.004
