FA D2;A;;B;;C;;D;
Variable;Factor1;Factor2;Factor1;Factor2;Factor1;Factor2;Factor1;Factor2
d13C;0.007;0.324;-0.020;0.317;0.007;0.324;0.007;0.324
d18O;0.301;0.951;0.133;0.989;0.301;0.951;0.301;0.951
Mg;0.778;0.191;0.741;0.323;0.778;0.191;0.778;0.191
Fe;0.643;-0.422;0.766;-0.278;0.643;-0.422;0.643;-0.422
Mn;0.242;-0.252;0.291;-0.191;0.242;-0.252;0.242;-0.252
Sr;-0.808;-0.199;-0.718;-0.323;-0.808;-0.199;-0.808;-0.199
