PCA D1;A;;B;;C;;D;
Variable;PC1;PC2;PC1;PC2;PC1;PC2;PC1;PC2
d13C;-0.493;0.280;-0.495;0.256;-0.493;0.280;-0.493;0.280
d18O;0.171;-0.668;0.170;-0.640;0.171;-0.668;0.171;-0.668
Mg;-0.311;0.391;-0.323;0.475;-0.311;0.391;-0.311;0.391
Fe;-0.473;-0.234;-0.475;-0.182;-0.473;-0.234;-0.473;-0.234
Mn;-0.415;-0.506;-0.426;-0.465;-0.415;-0.506;-0.415;-0.506
Sr;0.485;0.108;0.464;0.225;0.485;0.108;0.485;0.108
