PCA D5;A;;B;;C;;D;
Variable;PC1;PC2;PC1;PC2;PC1;PC2;PC1;PC2
d13C;0.345;-0.16;0.347;-0.156;0.345;-0.16;0.345;-0.16
d18O;-0.462;0.273;-0.461;0.273;-0.462;0.273;-0.462;0.273
Mg;0.484;-0.164;0.483;-0.161;0.484;-0.164;0.484;-0.164
Fe;0.356;0.586;0.356;0.584;0.356;0.586;0.356;0.586
Mn;0.278;0.672;0.277;0.673;0.278;0.672;0.278;0.672
Sr;0.478;-0.281;0.48;-0.284;0.478;-0.281;0.478;-0.281
