PCA D6;A;;B;;C;;D;
Variable;PC1;PC2;PC1;PC2;PC1;PC2;PC1;PC2
d13C;-0.16;0.57;-0.43;0.38;-0.16;0.57;-0.16;0.57
d18O;0.03;-0.37;0.11;-0.39;0.03;-0.37;0.03;-0.37
Mg;-0.64;-0.02;-0.6;-0.2;-0.64;-0.02;-0.64;-0.02
Fe;-0.64;0.02;-0.58;-0.27;-0.64;0.02;-0.64;0.02
Mn;-0.11;0.58;-0.28;0.55;-0.11;0.58;-0.11;0.58
Sr;-0.38;-0.45;-0.16;-0.54;-0.38;-0.45;-0.38;-0.45
