PCA D7;A;;B;;C;;D;
Variable;PC1;PC2;PC1;PC2;PC1;PC2;PC1;PC2
d13C;-0.444;0.325;-0.407;-0.317;-0.444;0.325;-0.444;0.325
d18O;-0.344;-0.202;-0.326;-0.460;-0.344;-0.202;-0.344;-0.202
Mg;0.212;0.822;0.282;-0.803;0.212;0.822;0.212;0.822
Fe;0.468;0.119;0.467;0.120;0.468;0.119;0.468;0.119
Mn;0.415;-0.403;0.429;-0.130;0.415;-0.403;0.415;-0.403
Sr;0.498;0.024;0.497;-0.107;0.498;0.024;0.498;0.024
