PCA D4;A;;B;;C;;D;
Variable;PC1;PC2;PC1;PC2;PC1;PC2;PC1;PC2
d13C;0.143;0.076;0.139;0.075;0.143;0.076;0.143;0.076
d18O;0.460;-0.360;0.451;-0.363;0.460;-0.360;0.460;-0.360
Mg;-0.498;0.314;-0.497;0.317;-0.498;0.314;-0.498;0.314
Fe;-0.387;-0.558;-0.392;-0.554;-0.387;-0.558;-0.387;-0.558
Mn;-0.318;-0.641;-0.320;-0.640;-0.318;-0.641;-0.318;-0.641
Sr;-0.520;0.209;-0.523;0.212;-0.520;0.209;-0.520;0.209
