PCA D8;A;;B;;C;;D;
Variable;PC1;PC2;PC1;PC2;PC1;PC2;PC1;PC2
d13C;-0.077;0.492;-0.268;0.475;-0.077;0.492;-0.077;0.492
d18O;0.079;-0.626;0.297;-0.527;0.079;-0.626;0.079;-0.626
Mg;-0.418;-0.519;0.593;-0.093;-0.418;-0.519;-0.418;-0.519
Fe;-0.610;-0.001;0.559;0.207;-0.610;-0.001;-0.610;-0.001
Mn;-0.392;0.312;0.390;0.343;-0.392;0.312;-0.392;0.312
Sr;0.536;-0.014;-0.157;-0.573;0.536;-0.014;0.536;-0.014
